English,URL,Russian,Spanish,Deutsch,Czech
plus,https://www.oxfordlearnersdictionaries.com/definition/english/plus1_3,плюс,más,Plus,Plus
pointed,https://www.oxfordlearnersdictionaries.com/definition/english/pointed,заостренный,puntiagudo,spitz,špičatý
popularity,https://www.oxfordlearnersdictionaries.com/definition/english/popularity,популярность,popularidad,Popularität,popularita
portion,https://www.oxfordlearnersdictionaries.com/definition/english/portion_1,часть,parte,Portion,část
pose,https://www.oxfordlearnersdictionaries.com/definition/english/pose_1,поза,pose,Pose,póza
position,https://www.oxfordlearnersdictionaries.com/definition/english/position_2,должность,posición,Position,pozice
positive,https://www.oxfordlearnersdictionaries.com/definition/english/positive_2,положительный,positivo,positiv,pozitivní
possess,https://www.oxfordlearnersdictionaries.com/definition/english/possess,владеть,poseer,besitzen,mít
potential,https://www.oxfordlearnersdictionaries.com/definition/english/potential_1,потенциал,potencial,Potenzial,potenciál
potential,https://www.oxfordlearnersdictionaries.com/definition/english/potential_2,потенциал,potencial,Potenzial,potenciál
potentially,https://www.oxfordlearnersdictionaries.com/definition/english/potentially,потенциально,potencialmente,möglicherweise,potenciálně
power,https://www.oxfordlearnersdictionaries.com/definition/english/power_2,сила,energía,Energie,Napájení
praise,https://www.oxfordlearnersdictionaries.com/definition/english/praise_1,хвалить,felicitar,loben,Chvála
praise,https://www.oxfordlearnersdictionaries.com/definition/english/praise_2,хвалить,felicitar,loben,Chvála
precede,https://www.oxfordlearnersdictionaries.com/definition/english/precede,предшествовать,preceder,vorausgehen,předcházet
precious,https://www.oxfordlearnersdictionaries.com/definition/english/precious_1,драгоценный,precioso,kostbar,drahocenný
precise,https://www.oxfordlearnersdictionaries.com/definition/english/precise,точный,preciso,präzise,přesný
precisely,https://www.oxfordlearnersdictionaries.com/definition/english/precisely,точно,precisamente,genau,přesně
predictable,https://www.oxfordlearnersdictionaries.com/definition/english/predictable,предсказуемый,previsible,vorhersagbar,předvídatelný
preference,https://www.oxfordlearnersdictionaries.com/definition/english/preference,предпочтение,preferencia,Präferenz,přednost
pregnant,https://www.oxfordlearnersdictionaries.com/definition/english/pregnant,беременная,embarazada,schwanger,těhotná
preparation,https://www.oxfordlearnersdictionaries.com/definition/english/preparation,подготовка,preparación,Vorbereitung,příprava
presence,https://www.oxfordlearnersdictionaries.com/definition/english/presence,присутствие,presencia,Gegenwart,přítomnost
preserve,https://www.oxfordlearnersdictionaries.com/definition/english/preserve_1,сохранять,preservar,bewahren,zachovat
price,https://www.oxfordlearnersdictionaries.com/definition/english/price_2,цена,precio,Preis,cena
pride,https://www.oxfordlearnersdictionaries.com/definition/english/pride_1,гордость,orgullo,Stolz,hrdost
primarily,https://www.oxfordlearnersdictionaries.com/definition/english/primarily,в первую очередь,ante todo,in erster Linie,především
prime,https://www.oxfordlearnersdictionaries.com/definition/english/prime_1,основной,principal,prim,primární
principal,https://www.oxfordlearnersdictionaries.com/definition/english/principal_1,главный,principal,Rektor,ředitel školy
principle,https://www.oxfordlearnersdictionaries.com/definition/english/principle,принцип,principio,Prinzip,zásada
print,https://www.oxfordlearnersdictionaries.com/definition/english/print_2,Распечатать,impresión,drucken,tisk
prior,https://www.oxfordlearnersdictionaries.com/definition/english/prior_1,прежний,previo,frühere,předchozí
priority,https://www.oxfordlearnersdictionaries.com/definition/english/priority,приоритет,prioridad,Priorität,přednost
privacy,https://www.oxfordlearnersdictionaries.com/definition/english/privacy,Конфиденциальность,intimidad,Privatsphäre,Soukromí
probability,https://www.oxfordlearnersdictionaries.com/definition/english/probability,вероятность,probabilidad,Wahrscheinlichkeit,pravděpodobnost
probable,https://www.oxfordlearnersdictionaries.com/definition/english/probable_1,вероятный,probable,wahrscheinlich,pravděpodobný
procedure,https://www.oxfordlearnersdictionaries.com/definition/english/procedure,процедура,procedimiento,Verfahren,postup
proceed,https://www.oxfordlearnersdictionaries.com/definition/english/proceed,продолжить,Continuar,Vorgehen,pokračovat
process,https://www.oxfordlearnersdictionaries.com/definition/english/process1_2#process_hm1_sng_4,процесс,proceso,Prozess,proces
produce,https://www.oxfordlearnersdictionaries.com/definition/english/produce_2,производить,Produce,produzieren,vyrobit
professional,https://www.oxfordlearnersdictionaries.com/definition/english/professional_2,профессиональный,profesional,Fachmann,profesionální
programming,https://www.oxfordlearnersdictionaries.com/definition/english/programming,программирование,programación,Programmierung,programování
progress,https://www.oxfordlearnersdictionaries.com/definition/english/progress_2,прогресс,Progreso,Fortschritt,pokrok
progressive,https://www.oxfordlearnersdictionaries.com/definition/english/progressive_1,прогрессивный,progresivo,progressiv,progresivní
prohibit,https://www.oxfordlearnersdictionaries.com/definition/english/prohibit,запретить,prohibir,verbieten,zakázat
project,https://www.oxfordlearnersdictionaries.com/definition/english/project_2,проект,proyecto,Projekt,projekt
promising,https://www.oxfordlearnersdictionaries.com/definition/english/promising,многообещающий,prometedor,vielversprechend,slibný
promotion,https://www.oxfordlearnersdictionaries.com/definition/english/promotion,повышение,promoción,Beförderung,povýšení
prompt,https://www.oxfordlearnersdictionaries.com/definition/english/prompt_1,быстрый,inmediato,prompt,výzva
proof,https://www.oxfordlearnersdictionaries.com/definition/english/proof_1,доказательство,prueba,nachweisen,důkaz
proportion,https://www.oxfordlearnersdictionaries.com/definition/english/proportion,пропорция,proporción,Anteil,poměr
proposal,https://www.oxfordlearnersdictionaries.com/definition/english/proposal,предложение,propuesta,Vorschlag,návrh
propose,https://www.oxfordlearnersdictionaries.com/definition/english/propose,предложить,proponer,vorschlagen,navrhnout
prospect,https://www.oxfordlearnersdictionaries.com/definition/english/prospect_1,перспектива,perspectiva,Aussicht,vyhlídka
protection,https://www.oxfordlearnersdictionaries.com/definition/english/protection,защита,proteccion,Schutz,ochrana
protein,https://www.oxfordlearnersdictionaries.com/definition/english/protein,белок,proteína,Protein,protein
protester,https://www.oxfordlearnersdictionaries.com/definition/english/protester,протестующий,protestador,Demonstrant,demonstrant
psychological,https://www.oxfordlearnersdictionaries.com/definition/english/psychological,психологический,psicológico,psychologisch,psychologický
psychologist,https://www.oxfordlearnersdictionaries.com/definition/english/psychologist,психолог,psicólogo,Psychologe,psycholog
psychology,https://www.oxfordlearnersdictionaries.com/definition/english/psychology,психология,psicología,Psychologie,psychologie
publication,https://www.oxfordlearnersdictionaries.com/definition/english/publication,публикация,publicación,Veröffentlichung,vydání
publicity,https://www.oxfordlearnersdictionaries.com/definition/english/publicity,публичность,publicidad,Werbung,publicita
publishing,https://www.oxfordlearnersdictionaries.com/definition/english/publishing,издательский,publicación,veröffentlichen,publikování
punk,https://www.oxfordlearnersdictionaries.com/definition/english/punk,панк,punk,Punk,punk
pupil,https://www.oxfordlearnersdictionaries.com/definition/english/pupil,ученица,alumno,Schüler,žák
purchase,https://www.oxfordlearnersdictionaries.com/definition/english/purchase_2,покупка,compra,kaufen,nákup
purchase,https://www.oxfordlearnersdictionaries.com/definition/english/purchase_1,покупка,compra,kaufen,nákup
pure,https://www.oxfordlearnersdictionaries.com/definition/english/pure,чистый,puro,rein,čistý
purely,https://www.oxfordlearnersdictionaries.com/definition/english/purely,чисто,puramente,rein,čistě
pursue,https://www.oxfordlearnersdictionaries.com/definition/english/pursue,преследовать,perseguir,streben,pronásledovat
pursuit,https://www.oxfordlearnersdictionaries.com/definition/english/pursuit,преследование,búsqueda,verfolgen,pronásledování
puzzle,https://www.oxfordlearnersdictionaries.com/definition/english/puzzle_1,головоломка,rompecabezas,Puzzle,hádanka
questionnaire,https://www.oxfordlearnersdictionaries.com/definition/english/questionnaire,опросник,cuestionario,Fragebogen,dotazník
racial,https://www.oxfordlearnersdictionaries.com/definition/english/racial,расовый,racial,rassisch,rasový
racism,https://www.oxfordlearnersdictionaries.com/definition/english/racism,расизм,racismo,Rassismus,rasismus
racist,https://www.oxfordlearnersdictionaries.com/definition/english/racist_1,расист,racista,Rassist,rasista
racist,https://www.oxfordlearnersdictionaries.com/definition/english/racist_2,расист,racista,Rassist,rasista
radiation,https://www.oxfordlearnersdictionaries.com/definition/english/radiation,радиация,radiación,Strahlung,záření
rail,https://www.oxfordlearnersdictionaries.com/definition/english/rail_1,рельс,carril,Schiene,železniční
random,https://www.oxfordlearnersdictionaries.com/definition/english/random_1,случайный,aleatorio,zufällig,náhodný
range,https://www.oxfordlearnersdictionaries.com/definition/english/range_2,диапазон,rango,Palette,rozsah
rank,https://www.oxfordlearnersdictionaries.com/definition/english/rank_1,классифицировать,rango,Rang,hodnost
rank,https://www.oxfordlearnersdictionaries.com/definition/english/rank_2,классифицировать,rango,Rang,hodnost
rapid,https://www.oxfordlearnersdictionaries.com/definition/english/rapid,стремительный,rápido,schnell,rychlý
rapidly,https://www.oxfordlearnersdictionaries.com/definition/english/rapidly,быстро,rápidamente,schnell,rychle
rat,https://www.oxfordlearnersdictionaries.com/definition/english/rat_1,крыса,rata,Ratte,krysa
rate,https://www.oxfordlearnersdictionaries.com/definition/english/rate_2,ставка,calificar,Bewertung,hodnotit
rating,https://www.oxfordlearnersdictionaries.com/definition/english/rating,рейтинг,clasificación,Bewertung,hodnocení
